Date,Open,High,Low,Close,Adj Close,Volume,Moving Average,Daily Return MSFT,Trends
2022-02-18,293.04998779296875,293.8599853515625,286.30999755859375,287.92999267578125,283.3345947265625,34264000,294.7260009765625,-2.800018310546875,negative
2022-02-22,285.0,291.5400085449219,284.5,287.7200012207031,283.12799072265625,41736100,293.27000122070314,-0.209991455078125,negative
2022-02-23,290.17999267578125,291.70001220703125,280.1000061035156,280.2699890136719,275.7968444824219,37811200,289.22999877929686,-7.45001220703125,negative
2022-02-24,272.510009765625,295.1600036621094,271.5199890136719,294.5899963378906,289.8883361816406,56989700,288.247998046875,14.32000732421875,high
2022-02-25,295.1400146484375,297.6300048828125,291.6499938964844,297.30999755859375,292.5649108886719,32546700,289.5639953613281,2.720001220703125,low
2022-02-28,294.30999755859375,299.1400146484375,293.0,298.7900085449219,294.02130126953125,34627500,291.7359985351562,1.480010986328125,low
2022-03-01,296.3999938964844,299.9700012207031,292.1499938964844,294.95001220703125,290.2426452636719,31217800,293.1820007324219,-3.839996337890625,negative
2022-03-02,295.3599853515625,301.4700012207031,293.70001220703125,300.19000244140625,295.3989562988281,31873000,297.16600341796874,5.239990234375,high
2022-03-03,302.8900146484375,303.1300048828125,294.04998779296875,295.9200134277344,291.1971130371094,27314500,297.4320068359375,-4.269989013671875,negative
2022-03-04,294.2900085449219,295.6600036621094,287.1700134277344,289.8599853515625,285.23382568359375,32356500,295.94200439453124,-6.060028076171875,negative
2022-03-07,288.5299987792969,289.69000244140625,278.5299987792969,278.9100036621094,274.45855712890625,43157200,291.96600341796875,-10.949981689453125,negative
2022-03-08,277.79998779296875,283.9599914550781,270.0,275.8500061035156,271.4473876953125,48159500,288.1460021972656,-3.05999755859375,negative
2022-03-09,283.44000244140625,289.6000061035156,280.7799987792969,288.5,283.8955078125,35204500,285.80800170898436,12.649993896484375,high
2022-03-10,283.0199890136719,286.6000061035156,280.5799865722656,285.5899963378906,281.0320129394531,30628000,283.74199829101565,-2.910003662109375,negative
2022-03-11,287.9599914550781,289.510009765625,279.42999267578125,280.07000732421875,275.6000671386719,27209300,281.78400268554685,-5.519989013671875,negative
2022-03-14,280.3399963378906,285.3999938964844,275.82000732421875,276.44000244140625,272.0279846191406,30660700,281.2900024414063,-3.6300048828125,negative
2022-03-15,280.3500061035156,287.82000732421875,278.7300109863281,287.1499938964844,282.56707763671875,34245100,283.55,10.709991455078125,high
2022-03-16,289.1099853515625,294.57000732421875,283.20001220703125,294.3900146484375,289.69158935546875,37826300,284.7280029296875,7.240020751953125,high
2022-03-17,293.2900085449219,295.6099853515625,289.3699951171875,295.2200012207031,290.5082702636719,30816600,286.65400390625,0.829986572265625,low
2022-03-18,295.3699951171875,301.0,292.7300109863281,300.42999267578125,295.6351013183594,43390600,290.7260009765625,5.209991455078125,high
2022-03-21,298.8900146484375,300.1400146484375,294.8999938964844,299.1600036621094,294.3854064941406,28351200,295.27000122070314,-1.269989013671875,negative
2022-03-22,299.79998779296875,305.0,298.7699890136719,304.05999755859375,299.2071838378906,27599700,298.652001953125,4.899993896484375,moderate
2022-03-23,300.510009765625,303.2300109863281,297.7200012207031,299.489990234375,294.7101135253906,25715400,299.6719970703125,-4.57000732421875,negative
2022-03-24,299.1400146484375,304.20001220703125,298.32000732421875,304.1000061035156,299.2466125488281,24484500,301.447998046875,4.610015869140625,moderate
2022-03-25,305.2300109863281,305.5,299.2900085449219,303.67999267578125,298.8332214355469,22566500,302.097998046875,-0.420013427734375,negative
2022-03-28,304.3299865722656,310.79998779296875,304.3299865722656,310.70001220703125,305.7412109375,29578200,304.4059997558594,7.02001953125,high
2022-03-29,313.9100036621094,315.82000732421875,309.04998779296875,315.4100036621094,310.37603759765625,30393400,306.6760009765625,4.709991455078125,moderate
2022-03-30,313.760009765625,315.95001220703125,311.5799865722656,313.8599853515625,308.8507995605469,28163600,309.55,-1.550018310546875,negative
2022-03-31,313.8999938964844,315.1400146484375,307.8900146484375,308.30999755859375,303.38934326171875,33422100,310.3919982910156,-5.54998779296875,negative
2022-04-01,309.3699951171875,310.1300048828125,305.5400085449219,309.4200134277344,304.481689453125,27110500,311.5400024414063,1.110015869140625,low
2022-04-04,310.0899963378906,315.1099853515625,309.7099914550781,314.9700012207031,309.9430847167969,24289600,312.3940002441406,5.54998779296875,high
2022-04-05,313.2699890136719,314.8699951171875,309.8699951171875,310.8800048828125,305.9183349609375,23156700,311.4880004882813,-4.089996337890625,negative
2022-04-06,305.19000244140625,307.0,296.7099914550781,299.5,294.7200012207031,40110400,308.6160034179687,-11.3800048828125,negative
2022-04-07,296.6600036621094,303.6499938964844,296.3500061035156,301.3699951171875,296.5600891113281,31411200,307.2280029296875,1.8699951171875,low
2022-04-08,300.44000244140625,301.1199951171875,296.2799987792969,296.9700012207031,292.2303466796875,24361900,304.7380004882813,-4.399993896484375,negative
2022-04-11,291.7900085449219,292.6099853515625,285.0,285.260009765625,280.707275390625,34569300,298.79600219726564,-11.709991455078125,negative
2022-04-12,289.239990234375,290.739990234375,280.489990234375,282.05999755859375,277.55828857421875,30966700,293.03200073242186,-3.20001220703125,negative
2022-04-13,282.7300109863281,288.5799865722656,281.29998779296875,287.6199951171875,283.0295715332031,21907200,290.6559997558594,5.55999755859375,high
2022-04-14,288.0899963378906,288.30999755859375,279.32000732421875,279.8299865722656,275.3638916015625,28221600,286.347998046875,-7.790008544921875,negative
2022-04-18,278.9100036621094,282.4599914550781,278.3399963378906,280.5199890136719,276.0428466796875,20778000,283.05799560546876,0.69000244140625,low
2022-04-19,279.3800048828125,286.1700134277344,278.4100036621094,285.29998779296875,280.74658203125,22297700,283.0659912109375,4.779998779296875,moderate
2022-04-20,289.3999938964844,289.70001220703125,285.3699951171875,286.3599853515625,281.7896728515625,22906700,283.9259887695313,1.05999755859375,low
2022-04-21,288.5799865722656,293.29998779296875,280.05999755859375,280.80999755859375,276.3282775878906,29454600,282.5639892578125,-5.54998779296875,negative
2022-04-22,281.67999267578125,283.20001220703125,273.3800048828125,274.0299987792969,269.6564636230469,29405800,281.40399169921875,-6.779998779296875,negative
2022-04-25,273.2900085449219,281.1099853515625,270.7699890136719,280.7200012207031,276.23968505859375,35678900,281.443994140625,6.69000244140625,high
2022-04-26,277.5,278.3599853515625,270.0,270.2200012207031,265.9072570800781,46518400,278.42799682617186,-10.5,negative
2022-04-27,282.1000061035156,290.9700012207031,279.1600036621094,283.2200012207031,278.6997985839844,63477700,277.8,13.0,high
2022-04-28,285.19000244140625,290.9800109863281,281.4599914550781,289.6300048828125,285.00750732421875,33646600,279.5640014648437,6.410003662109375,high
2022-04-29,288.6099853515625,289.8800048828125,276.5,277.5199890136719,273.0907897949219,37073900,280.2619995117187,-12.110015869140625,negative
2022-05-02,277.7099914550781,284.94000244140625,276.2200012207031,284.4700012207031,279.92987060546875,35151100,281.0119995117187,6.95001220703125,high
2022-05-03,283.9599914550781,284.1300048828125,280.1499938964844,281.7799987792969,277.2828369140625,25978600,283.3239990234375,-2.69000244140625,negative
2022-05-04,282.5899963378906,290.8800048828125,276.7300109863281,289.9800109863281,285.3519592285156,33599300,284.6760009765625,8.20001220703125,high
2022-05-05,285.5400085449219,286.3500061035156,274.3399963378906,277.3500061035156,272.9234924316406,43260400,282.2200012207031,-12.6300048828125,negative
2022-05-06,274.80999755859375,279.25,271.2699890136719,274.7300109863281,270.3453063964844,37780300,281.66200561523436,-2.6199951171875,negative
2022-05-09,270.05999755859375,272.3599853515625,263.32000732421875,264.5799865722656,260.3572692871094,47726000,277.6840026855469,-10.1500244140625,negative
2022-05-10,271.69000244140625,273.75,265.07000732421875,269.5,265.1987609863281,39336400,275.2280029296875,4.920013427734375,moderate
2022-05-11,265.67999267578125,271.3599853515625,259.29998779296875,260.54998779296875,256.3915710449219,48975900,269.3419982910156,-8.95001220703125,negative
2022-05-12,257.69000244140625,259.8800048828125,250.02000427246094,255.35000610351562,251.27459716796875,51033800,264.94199829101564,-5.199981689453125,negative
2022-05-13,257.3500061035156,263.0400085449219,255.35000610351562,261.1199951171875,256.9524841308594,34925100,262.2199951171875,5.769989013671875,high
2022-05-16,259.9599914550781,265.82000732421875,255.77999877929688,261.5,257.3264465332031,32550900,261.6039978027344,0.3800048828125,low
2022-05-17,266.1099853515625,268.3299865722656,262.4599914550781,266.82000732421875,262.5615234375,28828800,261.0679992675781,5.32000732421875,high
2022-05-18,263.0,263.6000061035156,252.77000427246094,254.0800018310547,250.60719299316406,31356000,259.7740020751953,-12.740005493164062,negative
2022-05-19,253.89999389648438,257.6700134277344,251.8800048828125,253.13999938964844,249.6800537109375,32692300,259.3320007324219,-0.94000244140625,negative
2022-05-20,257.239990234375,258.5400085449219,246.44000244140625,252.55999755859375,249.10797119140625,39199300,257.6200012207031,-0.5800018310546875,negative
2022-05-23,255.49000549316406,261.5,253.42999267578125,260.6499938964844,257.08740234375,33175400,257.45,8.089996337890625,high
2022-05-24,257.8900146484375,261.3299865722656,253.5,259.6199951171875,256.0715026855469,29043900,256.00999755859374,-1.029998779296875,negative
2022-05-25,258.1400146484375,264.5799865722656,257.1300048828125,262.5199890136719,258.9318542480469,28547900,257.6979949951172,2.899993896484375,low
2022-05-26,262.2699890136719,267.1099853515625,261.42999267578125,265.8999938964844,262.2656555175781,25002100,260.2499938964844,3.3800048828125,moderate
2022-05-27,268.4800109863281,273.3399963378906,267.55999755859375,273.239990234375,269.50531005859375,26910800,264.3859924316406,7.339996337890625,high
2022-05-31,272.5299987792969,274.7699890136719,268.92999267578125,271.8699951171875,268.1540222167969,37827700,266.62999267578124,-1.3699951171875,negative
2022-06-01,275.20001220703125,277.69000244140625,270.0400085449219,272.4200134277344,268.696533203125,25292200,269.18999633789065,0.550018310546875,low
2022-06-02,264.45001220703125,274.6499938964844,261.6000061035156,274.5799865722656,270.82696533203125,44008200,271.60199584960935,2.15997314453125,low
2022-06-03,270.30999755859375,273.45001220703125,268.4100036621094,270.0199890136719,266.329345703125,28059000,272.4259948730469,-4.55999755859375,negative
2022-06-06,272.05999755859375,274.17999267578125,267.2200012207031,268.75,265.0766906738281,22400300,271.5279968261719,-1.269989013671875,negative
2022-06-07,266.6400146484375,273.1300048828125,265.94000244140625,272.5,268.7754821777344,22860700,271.65399780273435,3.75,moderate
2022-06-08,271.7099914550781,273.0,269.6099853515625,270.4100036621094,266.7140197753906,17372300,271.2519958496094,-2.089996337890625,negative
2022-06-09,267.7799987792969,272.7099914550781,264.6300048828125,264.7900085449219,261.17083740234375,26439700,269.29400024414065,-5.6199951171875,negative
2022-06-10,260.5799865722656,260.5799865722656,252.52999877929688,252.99000549316406,249.53211975097656,31422800,265.88800354003905,-11.800003051757812,negative
2022-06-13,245.11000061035156,249.02000427246094,241.52999877929688,242.25999450683594,238.94874572753906,46135800,260.5900024414062,-10.730010986328125,negative
2022-06-14,243.86000061035156,245.74000549316406,241.50999450683594,244.49000549316406,241.14830017089844,28651500,254.98800354003907,2.230010986328125,low
2022-06-15,248.30999755859375,255.3000030517578,246.4199981689453,251.75999450683594,248.31890869140625,33111700,251.25800170898438,7.269989013671875,high
2022-06-16,245.97999572753906,247.4199981689453,243.02000427246094,244.97000122070312,241.62171936035156,33169200,247.29400024414062,-6.7899932861328125,negative
2022-06-17,244.6999969482422,250.5,244.02999877929688,247.64999389648438,244.26507568359375,43084800,246.2259979248047,2.67999267578125,low
2022-06-21,250.25999450683594,254.75,249.50999450683594,253.74000549316406,250.27186584472656,29928300,248.52200012207032,6.0900115966796875,high
2022-06-22,251.88999938964844,257.1700134277344,250.3699951171875,253.1300048828125,249.67019653320312,25939900,250.25,-0.6100006103515625,negative
2022-06-23,255.57000732421875,259.3699951171875,253.6300048828125,258.8599853515625,255.32183837890625,25861400,251.6699981689453,5.72998046875,high
2022-06-24,261.80999755859375,267.9800109863281,261.7200012207031,267.70001220703125,264.04107666015625,33923200,256.21600036621095,8.84002685546875,high
2022-06-27,268.2099914550781,268.29998779296875,263.2799987792969,264.8900146484375,261.2695007324219,24615100,259.66400451660155,-2.80999755859375,negative
2022-06-28,263.9800109863281,266.9100036621094,256.32000732421875,256.4800109863281,252.97439575195312,27295500,260.2120056152344,-8.410003662109375,negative
2022-06-29,257.5899963378906,261.9700012207031,255.75999450683594,260.260009765625,256.7027282714844,20069800,261.63800659179685,3.779998779296875,moderate
2022-06-30,257.04998779296875,259.5299987792969,252.89999389648438,256.8299865722656,253.3196258544922,31730900,261.2320068359375,-3.430023193359375,negative
2022-07-01,256.3900146484375,259.7699890136719,254.61000061035156,259.5799865722656,256.0320129394531,22837700,259.6080017089844,2.75,low
2022-07-05,256.1600036621094,262.9800109863281,254.74000549316406,262.8500061035156,259.25732421875,22941000,259.2,3.27001953125,moderate
2022-07-06,263.75,267.989990234375,262.3999938964844,266.2099914550781,262.5714111328125,23824400,261.14599609375,3.3599853515625,moderate
2022-07-07,265.1199951171875,269.05999755859375,265.0199890136719,268.3999938964844,264.7314758300781,20859900,262.77399291992185,2.19000244140625,low
2022-07-08,264.7900085449219,268.1000061035156,263.2900085449219,267.6600036621094,264.00164794921875,19658800,264.93999633789065,-0.739990234375,negative
2022-07-11,265.6499938964844,266.5299987792969,262.17999267578125,264.510009765625,260.8946838378906,19455200,265.9260009765625,-3.149993896484375,negative
2022-07-12,265.8800048828125,265.94000244140625,252.0399932861328,253.6699981689453,250.20281982421875,35868500,264.0899993896484,-10.840011596679688,negative
2022-07-13,250.19000244140625,253.5500030517578,248.11000061035156,252.72000122070312,249.2657928466797,29497400,261.3920013427734,-0.9499969482421875,negative
2022-07-14,250.57000732421875,255.13999938964844,245.94000244140625,254.0800018310547,250.60719299316406,25102800,258.5280029296875,1.3600006103515625,low
2022-07-15,255.72000122070312,260.3699951171875,254.77000427246094,256.7200012207031,253.2111358642578,29774100,256.3400024414062,2.6399993896484375,low
2022-07-18,259.75,260.8399963378906,253.3000030517578,254.25,250.77488708496094,20975000,254.28800048828126,-2.470001220703125,negative
2022-07-19,257.5799865722656,259.7200012207031,253.67999267578125,259.5299987792969,255.98275756835938,25012600,255.46000061035156,5.279998779296875,high
2022-07-20,259.8999938964844,264.8699951171875,258.9100036621094,262.2699890136719,258.68524169921875,22788300,257.3699981689453,2.739990234375,low
2022-07-21,259.7900085449219,264.8900146484375,257.0299987792969,264.8399963378906,261.22015380859375,22404700,259.5219970703125,2.57000732421875,low
2022-07-22,265.239990234375,265.3299865722656,259.07000732421875,260.3599853515625,256.8014221191406,21881300,260.2499938964844,-4.480010986328125,negative
2022-07-25,261.0,261.5,256.80999755859375,258.8299865722656,255.29226684570312,21056000,261.1659912109375,-1.529998779296875,negative
2022-07-26,259.8599853515625,259.8800048828125,249.57000732421875,251.89999389648438,248.45697021484375,39348000,259.639990234375,-6.92999267578125,negative
2022-07-27,261.1600036621094,270.04998779296875,258.8500061035156,268.739990234375,265.0667724609375,45994000,260.9339904785156,16.839996337890625,high
2022-07-28,269.75,277.8399963378906,267.8699951171875,276.4100036621094,272.63201904296875,33459300,263.24799194335935,7.670013427734375,high
2022-07-29,277.70001220703125,282.0,276.6300048828125,280.739990234375,276.9028015136719,32152800,267.32399291992186,4.329986572265625,moderate
2022-08-01,277.82000732421875,281.2799987792969,275.8399963378906,278.010009765625,274.2101745605469,21539600,271.1599975585938,-2.72998046875,negative
2022-08-02,276.0,277.8900146484375,272.3800048828125,274.82000732421875,271.063720703125,22754200,275.74400024414064,-3.19000244140625,negative
2022-08-03,276.760009765625,283.5,276.6099853515625,282.4700012207031,278.6091613769531,23518900,278.49000244140626,7.649993896484375,high
2022-08-04,281.79998779296875,283.79998779296875,280.1700134277344,283.6499938964844,279.7730407714844,18098700,279.93800048828126,1.17999267578125,low
2022-08-05,279.1499938964844,283.6499938964844,278.67999267578125,282.9100036621094,279.04315185546875,16774600,280.37200317382815,-0.739990234375,negative
2022-08-08,284.04998779296875,285.9200134277344,279.32000732421875,280.32000732421875,276.48858642578125,18739200,280.83400268554686,-2.589996337890625,negative
2022-08-09,279.6400146484375,283.0799865722656,277.6099853515625,282.29998779296875,278.44146728515625,23405200,282.3299987792969,1.97998046875,low
2022-08-10,288.1700134277344,289.80999755859375,286.94000244140625,289.1600036621094,285.2077331542969,24687800,283.6679992675781,6.860015869140625,high
2022-08-11,290.8500061035156,291.2099914550781,286.510009765625,287.0199890136719,283.0969543457031,20065900,284.3419982910156,-2.1400146484375,negative
2022-08-12,288.4800109863281,291.9100036621094,286.94000244140625,291.9100036621094,287.9201354980469,22619700,286.1419982910156,4.8900146484375,moderate
2022-08-15,291.0,294.17999267578125,290.1099853515625,293.4700012207031,289.4588317871094,18085700,288.7719970703125,1.55999755859375,low
2022-08-16,291.989990234375,294.0400085449219,290.4200134277344,292.7099914550781,288.709228515625,18102900,290.8539978027344,-0.760009765625,negative
2022-08-17,289.739990234375,293.3500061035156,289.4700012207031,291.32000732421875,287.9481201171875,18253400,291.28599853515624,-1.389984130859375,negative
2022-08-18,290.19000244140625,291.9100036621094,289.0799865722656,290.1700134277344,286.8114318847656,17186200,291.91600341796874,-1.149993896484375,negative
2022-08-19,288.8999938964844,289.25,285.55999755859375,286.1499938964844,282.8379211425781,20570000,290.7640014648438,-4.02001953125,negative
2022-08-22,282.0799865722656,282.4599914550781,277.2200012207031,277.75,274.5351867675781,25061100,287.6200012207031,-8.399993896484375,negative
2022-08-23,276.44000244140625,278.8599853515625,275.3999938964844,276.44000244140625,273.2403259277344,17527400,284.3660034179687,-1.30999755859375,negative
2022-08-24,275.4100036621094,277.2300109863281,275.1099853515625,275.7900085449219,272.5978698730469,18137000,281.2600036621094,-0.649993896484375,negative
2022-08-25,277.3299865722656,279.0199890136719,274.5199890136719,278.8500061035156,275.6224670410156,16583400,278.9960021972656,3.05999755859375,moderate
2022-08-26,279.0799865722656,280.3399963378906,267.9800109863281,268.0899963378906,264.9870300292969,27549300,275.3840026855469,-10.760009765625,negative
2022-08-29,265.8500061035156,267.3999938964844,263.8500061035156,265.2300109863281,262.1601257324219,20338500,272.8800048828125,-2.8599853515625,negative
2022-08-30,266.6700134277344,267.04998779296875,260.6600036621094,262.9700012207031,259.9262390136719,22767100,270.1860046386719,-2.260009765625,negative
2022-08-31,265.3900146484375,267.1099853515625,261.3299865722656,261.4700012207031,258.4436340332031,24791800,267.32200317382814,-1.5,negative
2022-09-01,258.8699951171875,260.8900146484375,255.41000366210938,260.3999938964844,257.3860168457031,23263400,263.6320007324219,-1.07000732421875,negative
2022-09-02,261.70001220703125,264.739990234375,254.47000122070312,256.05999755859375,253.09622192382812,22855400,261.2260009765625,-4.339996337890625,negative
2022-09-06,256.20001220703125,257.8299865722656,251.94000244140625,253.25,250.31874084472656,21328200,258.8299987792969,-2.80999755859375,negative
2022-09-07,254.6999969482422,258.8299865722656,253.22000122070312,258.0899963378906,255.1027374267578,24126700,257.8539978027344,4.839996337890625,moderate
2022-09-08,257.510009765625,260.42999267578125,254.7899932861328,258.5199890136719,255.5277099609375,20319900,257.2639953613281,0.42999267578125,low
2022-09-09,260.5,265.2300109863281,260.2900085449219,264.4599914550781,261.39898681640625,22084700,258.07599487304685,5.94000244140625,high
2022-09-12,265.7799987792969,267.45001220703125,265.1600036621094,266.6499938964844,263.56365966796875,18747700,260.193994140625,2.19000244140625,low
2022-09-13,258.8399963378906,260.3999938964844,251.58999633789062,251.99000549316406,249.07334899902344,33353300,259.94199523925784,-14.659988403320312,negative
2022-09-14,253.52999877929688,254.22999572753906,249.86000061035156,252.22000122070312,249.3006591796875,23913000,258.7679962158203,0.2299957275390625,low
2022-09-15,249.77000427246094,251.39999389648438,244.02000427246094,245.3800048828125,242.5398406982422,31530900,256.13999938964844,-6.839996337890625,negative
2022-09-16,244.25999450683594,245.3000030517578,242.05999755859375,244.74000549316406,241.90725708007812,39791800,252.1960021972656,-0.6399993896484375,negative
2022-09-19,242.47000122070312,245.13999938964844,240.85000610351562,244.52000427246094,241.6898193359375,26826900,247.77000427246094,-0.220001220703125,negative
2022-09-20,242.07000732421875,243.50999450683594,239.63999938964844,242.4499969482422,239.64376831054688,26660300,245.86200256347655,-2.07000732421875,negative
2022-09-21,244.27000427246094,247.66000366210938,238.89999389648438,238.9499969482422,236.1842803955078,28625600,243.20800170898437,-3.5,negative
2022-09-22,237.8699951171875,243.86000061035156,237.57000732421875,240.97999572753906,238.1907501220703,31061200,242.3279998779297,2.029998779296875,low
2022-09-23,239.5399932861328,241.1300048828125,235.1999969482422,237.9199981689453,235.1661834716797,34176000,240.96399841308593,-3.05999755859375,negative
2022-09-26,237.0500030517578,241.4499969482422,236.89999389648438,237.4499969482422,234.70162963867188,27694200,239.54999694824218,-0.470001220703125,negative
2022-09-27,239.97999572753906,241.8000030517578,234.5,236.41000366210938,233.67367553710938,27018700,238.3419982910156,-1.0399932861328125,negative
2022-09-28,236.80999755859375,242.3300018310547,234.72999572753906,241.07000732421875,238.2797393798828,29029700,238.76600036621093,4.660003662109375,moderate
2022-09-29,238.88999938964844,239.9499969482422,234.41000366210938,237.5,234.7510528564453,27484200,238.07000122070312,-3.57000732421875,negative
2022-09-30,238.2899932861328,240.5399932861328,232.72999572753906,232.89999389648438,230.20428466796875,35694800,237.06600036621094,-4.600006103515625,negative
2022-10-03,235.41000366210938,241.61000061035156,234.66000366210938,240.74000549316406,237.9535675048828,28880400,237.7240020751953,7.8400115966796875,high
2022-10-04,245.08999633789062,250.36000061035156,244.97999572753906,248.8800048828125,245.9993438720703,34888400,240.21800231933594,8.139999389648438,high
2022-10-05,245.99000549316406,250.5800018310547,244.10000610351562,249.1999969482422,246.31561279296875,20347100,241.84400024414063,0.3199920654296875,low
2022-10-06,247.92999267578125,250.33999633789062,246.0800018310547,246.7899932861328,243.9335174560547,20239900,243.70199890136718,-2.410003662109375,negative
2022-10-07,240.89999389648438,241.32000732421875,233.1699981689453,234.24000549316406,231.52877807617188,37769600,243.97000122070312,-12.54998779296875,negative
2022-10-10,233.0500030517578,234.55999755859375,226.72999572753906,229.25,226.59654235839844,29743600,241.6720001220703,-4.9900054931640625,negative
2022-10-11,227.6199951171875,229.05999755859375,224.11000061035156,225.41000366210938,222.80099487304688,30474000,236.97799987792968,-3.839996337890625,negative
2022-10-12,225.39999389648438,227.86000061035156,223.9600067138672,225.75,223.13705444335938,21903900,232.28800048828126,0.339996337890625,low
2022-10-13,219.85000610351562,236.10000610351562,219.1300048828125,234.24000549316406,231.52877807617188,42551800,229.7780029296875,8.490005493164062,high
2022-10-14,235.5399932861328,237.24000549316406,228.33999633789062,228.55999755859375,225.91452026367188,30198600,228.64200134277343,-5.6800079345703125,negative
2022-10-17,235.82000732421875,238.9600067138672,235.13999938964844,237.52999877929688,234.78070068359375,28142300,230.29800109863282,8.970001220703125,high
2022-10-18,243.24000549316406,243.92999267578125,235.3699951171875,238.5,235.7394561767578,26329600,232.91600036621094,0.970001220703125,low
2022-10-19,237.0399932861328,239.61000061035156,234.2899932861328,236.47999572753906,233.74285888671875,19985700,235.06199951171874,-2.0200042724609375,negative
2022-10-20,235.77000427246094,241.30999755859375,234.8699951171875,236.14999389648438,233.41665649414062,21811000,235.44399719238282,-0.3300018310546875,negative
2022-10-21,234.74000549316406,243.0,234.5,242.1199951171875,239.31756591796875,26299700,238.15599670410157,5.970001220703125,high
2022-10-24,243.75999450683594,247.83999633789062,241.3000030517578,247.25,244.38821411132812,24911200,240.0999969482422,5.1300048828125,high
2022-10-25,247.25999450683594,251.0399932861328,245.8300018310547,250.66000366210938,247.75872802734375,34775500,242.53199768066406,3.410003662109375,moderate
2022-10-26,231.1699981689453,238.3000030517578,230.05999755859375,231.32000732421875,228.64259338378906,82543200,241.5,-19.339996337890625,negative
2022-10-27,231.0399932861328,233.69000244140625,225.77999877929688,226.75,224.12547302246094,40424600,239.62000122070313,-4.57000732421875,negative
2022-10-28,226.24000549316406,236.60000610351562,226.0500030517578,235.8699951171875,233.13990783691406,40647700,238.37000122070313,9.1199951171875,high
2022-10-31,233.75999450683594,234.9199981689453,231.14999389648438,232.1300048828125,229.44320678710938,28357300,235.34600219726562,-3.739990234375,negative
2022-11-01,234.60000610351562,235.74000549316406,227.3300018310547,228.1699981689453,225.52903747558594,30592300,230.8480010986328,-3.9600067138671875,negative
